PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
883. Zachary Gallant,SJS,20,"Mar 6, 1999",Canada,185 lbs - 84 kg,6'1 - 185 cm,C,Left,83 - Round 3 - 2017 (DET),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jul 2, 2019",20,,,,3,RFA,RFA,2022,"$786,667",1.0%,"$786,667","$770,000","$700,000","$70,000","$70,000",$0
884. Otto Koivula,NYI,20,"Sep 1, 1998",Finland,220 lbs - 100 kg,6' 4 - 193 cm,"LW, RW",Left,120 - Round 4 - 2016 (NYI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 21, 2018",19,,,,3,ELC,RFA,2021,"$786,666",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
885. Dmitri Zavgorodny,CGY,18,"Aug 11, 2000",Russia,161 lbs - 73 kg,5'9 - 175 cm,C,Right,198 - Round 7 - 2018 (CGY),✓,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 30, 2019",18,,,,3,ELC,RFA,2022,"$786,666",1.0%,"$786,666","$770,000","$700,000","$70,000","$70,000",$0
886. Alex Stalock,MIN,31,"Jul 28, 1987",United States,198 lbs - 90 kg,6' 0 - 183 cm,G,Left,112 - Round 4 - 2005 (SJS),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jan 29, 2019",31,,,,3,UFA,UFA,2022,"$785,000",1.0%,"$785,000","$905,000","$905,000","$905,000",$0,$0
887. Mikhail Vorobyov,PHI,22,"Jan 5, 1997",Russia,194 lbs - 88 kg,6' 2 - 188 cm,C,Left,104 - Round 4 - 2015 (PHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 25, 2017",20,,,,3,ELC,RFA,2020,"$784,167",1.1%,"$925,000","$817,500","$725,000","$70,000","$92,500","$107,500"
888. Stuart Skinner,EDM,20,"Nov 1, 1998",Canada,207 lbs - 94 kg,6'4 - 193 cm,G,Left,78 - Round 3 - 2017 (EDM),,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Entry-Level,"May 14, 2018",19,,,,3,ELC,RFA,2021,"$784,166",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
889. Jonah Gadjovich,VAN,20,"Oct 12, 1998",Canada,200 lbs - 91 kg,6' 2 - 188 cm,LW,Left,55 - Round 2 - 2017 (VAN),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Oct 16, 2017",18,,,,3,ELC,RFA,2022,"$783,333",1.1%,"$863,333","$792,500","$700,000","$70,000","$92,500","$132,500"
890. Semyon Der-Arguchintsev,TOR,18,"Sep 15, 2000",Russia,159 lbs - 72 kg,5'10 - 178 cm,C,Right,76 - Round 3 - 2018 (TOR),✓,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Sep 21, 2018",17,,,,3,ELC,RFA,2022,"$783,333",1.0%,"$783,333","$800,000","$720,000","$70,000","$80,000",$0
891. Isaac Ratcliffe,PHI,20,"Feb 15, 1999",Canada,194 lbs - 88 kg,6'5 - 196 cm,LW,Left,35 - Round 2 - 2017 (PHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Aug 3, 2017",18,,,,3,ELC,RFA,2022,"$780,833",1.1%,"$863,333","$817,500","$725,000","$70,000","$92,500","$107,500"
892. Pascal Laberge,PHI,21,"Apr 9, 1998",Canada,172 lbs - 78 kg,6'1 - 185 cm,C,Right,36 - Round 2 - 2016 (PHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jul 14, 2016",18,,,,3,ELC,RFA,2021,"$780,833",1.2%,"$863,333","$750,000","$750,000","$70,000",$0,"$82,500"
893. Jeffrey Truchon-Viel,SJS,22,"Jan 28, 1997",Canada,195 lbs - 88 kg,6'0 - 183 cm,LW,Left,-,,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"May 29, 2019",22,,,,2,ELC,RFA,2021,"$780,000",1.0%,"$800,000","$780,000","$700,000","$70,000","$80,000","$20,000"
894. Jakub Skarek,NYI,19,"Nov 10, 1999",Czech Republic,192 lbs - 87 kg,6'3 - 191 cm,G,Left,72 - Round 3 - 2018 (NYI),✓,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Entry-Level,"Jul 5, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
895. Alex DeBrincat,CHI,21,"Dec 18, 1997",United States,165 lbs - 75 kg,5' 7 - 170 cm,"LW, RW",Right,39 - Round 2 - 2016 (CHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Nov 7, 2016",18,,,,3,ELC,RFA,2020,"$778,333",1.1%,"$894,166","$800,000",$0,"$70,000",$0,"$32,500"
896. Filip Hållander,PIT,19,"Jun 29, 2000",Sweden,188 lbs - 85 kg,6'2 - 188 cm,C,Left,58 - Round 2 - 2018 (PIT),✓,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jul 15, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
897. Matt Villalta,LAK,20,"Jun 3, 1999",Canada,170 lbs - 77 kg,6'2 - 188 cm,G,Left,72 - Round 3 - 2017 (LAK),,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Entry-Level,"Apr 27, 2018",19,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
898. Ukko-Pekka Luukkonen,BUF,20,"Mar 9, 1999",Finland,190 lbs - 86 kg,6'4 - 193 cm,G,Left,54 - Round 2 - 2017 (BUF),,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Entry-Level,"Jun 14, 2018",19,,,,3,ELC,RFA,2022,"$778,333",1.1%,"$910,833","$792,500","$700,000","$70,000","$92,500","$182,500"
899. Antoine Morand,ANA,20,"Feb 18, 1999",Canada,180 lbs - 82 kg,5'10 - 178 cm,C,Left,60 - Round 2 - 2017 (ANA),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"May 28, 2018",19,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
900. Jared McIsaac,DET,19,"Mar 27, 2000",Canada,189 lbs - 86 kg,6'1 - 185 cm,D,Left,36 - Round 2 - 2018 (DET),✓,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Sep 28, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$910,833","$792,500","$700,000","$70,000","$92,500","$132,500"
901. Alexander Chmelevski,SJS,20,"Jun 9, 1999",United States,187 lbs - 85 kg,6'0 - 183 cm,C,Right,185 - Round 6 - 2017 (SJS),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 3, 2018",19,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
902. Bode Wilde,NYI,19,"Jan 24, 2000",Canada,198 lbs - 90 kg,6'3 - 191 cm,D,Right,41 - Round 2 - 2018 (NYI),✓,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Dec 3, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$910,833","$792,500","$700,000","$70,000","$92,500","$182,500"
903. Jake Leschyshyn,VGK,20,"Mar 10, 1999",Canada,181 lbs - 82 kg,5'11 - 180 cm,C,Left,62 - Round 2 - 2017 (VGK),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jun 1, 2018",19,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
904. Dillon Dubé,CGY,20,"Jul 20, 1998",Canada,187 lbs - 85 kg,5' 11 - 180 cm,C,Left,56 - Round 2 - 2016 (CGY),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 24, 2017",18,,,,3,ELC,RFA,2021,"$778,333",1.1%,"$910,833","$792,500","$700,000","$70,000","$92,500","$182,500"
905. Matej Pekar,BUF,19,"Feb 10, 2000",Czech Republic,170 lbs - 77 kg,6'0 - 183 cm,"C, RW",Left,94 - Round 4 - 2018 (BUF),✓,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Oct 17, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.0%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
906. Lucas Elvenes,VGK,19,"Aug 18, 1999",Sweden,174 lbs - 79 kg,6'0 - 183 cm,RW,Left,127 - Round 5 - 2017 (VGK),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jun 15, 2018",18,,,,3,ELC,RFA,2022,"$776,667",1.0%,"$903,333","$790,000","$700,000","$70,000","$90,000","$160,000"
907. Ivan Chekhovich,SJS,20,"Jan 4, 1999",Russia,168 lbs - 76 kg,5'10 - 178 cm,"C, LW",Left,212 - Round 7 - 2017 (SJS),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 20, 2018",19,,,,3,ELC,RFA,2022,"$776,667",1.0%,"$903,333","$790,000","$700,000","$70,000","$90,000","$160,000"
908. Carsen Twarynski,PHI,21,"Nov 24, 1997",Canada,198 lbs - 90 kg,6'2 - 188 cm,LW,Left,82 - Round 3 - 2016 (PHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 11, 2018",20,,,,3,ELC,RFA,2021,"$775,833",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
909. Gustav Lindström,DET,20,"Oct 20, 1998",Sweden,187 lbs - 85 kg,6'2 - 188 cm,D,Right,38 - Round 2 - 2017 (DET),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"May 25, 2018",19,,,,3,ELC,RFA,2021,"$775,833",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
910. Marian Studenic,NJD,20,"Oct 28, 1998",Slovakia,165 lbs - 75 kg,6'0 - 183 cm,RW,Left,143 - Round 5 - 2017 (NJD),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 2, 2018",19,,,,3,ELC,RFA,2021,"$775,833",1.0%,"$925,000","$792,500","$700,000","$65,000","$92,500","$132,500"
911. Jesper Lindgren,TOR,22,"May 19, 1997",Sweden,161 lbs - 73 kg,6' 0 - 183 cm,D,Right,95 - Round 4 - 2015 (TOR),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"May 17, 2018",21,,,,3,ELC,RFA,2021,"$775,833",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
912. Matthew Highmore,CHI,23,"Feb 27, 1996",Canada,181 lbs - 82 kg,5' 11 - 180 cm,C,Left,-,,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 2, 2017",21,,,,3,ELC,RFA,2020,"$775,833",1.1%,"$925,000","$817,500","$725,000","$70,000","$92,500","$107,500"
913. Igor Shvyryov,COL,20,"Jul 10, 1998",Russia,192 lbs - 87 kg,6' 0 - 183 cm,C,Left,125 - Round 5 - 2017 (COL),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"May 8, 2018",19,,,,3,ELC,RFA,2021,"$775,833",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
914. David Quenneville,NYI,21,"Mar 13, 1998",Canada,183 lbs - 83 kg,5'8 - 173 cm,D,Right,200 - Round 7 - 2016 (NYI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 6, 2018",20,,,,3,ELC,RFA,2021,"$775,833",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
915. Nathan Noel,CHI,22,"Jun 21, 1997",Canada,179 lbs - 81 kg,6'0 - 183 cm,C,Right,113 - Round 4 - 2016 (CHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 27, 2017",20,,,,3,ELC,RFA,2020,"$775,833",1.1%,"$925,000","$817,500","$725,000","$70,000","$92,500","$107,500"
916. Yegor Sharangovich,NJD,21,"Jun 6, 1998",Belarus,195 lbs - 88 kg,6' 2 - 188 cm,C,Left,141 - Round 5 - 2018 (NJD),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jul 17, 2018",20,,,,3,ELC,RFA,2021,"$775,833",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
917. Linus Ölund,PIT,22,"Jun 5, 1997",Sweden,185 lbs - 84 kg,5'11 - 180 cm,C,Left,155 - Round 5 - 2017 (PIT),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 24, 2018",21,,,,3,ELC,RFA,2021,"$775,833",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
918. Glenn Gawdin,CGY,22,"Mar 25, 1997",Canada,192 lbs - 87 kg,6' 1 - 185 cm,"C, RW",Right,116 - Round 4 - 2015 (STL),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Nov 16, 2017",20,,,,3,ELC,RFA,2020,"$775,833",1.0%,"$925,000","$842,500","$750,000","$70,000","$92,500","$82,500"
919. Ostap Safin,EDM,20,"Feb 11, 1999",Czech Republic,198 lbs - 90 kg,6'4 - 193 cm,"RW, LW",Left,115 - Round 4 - 2017 (EDM),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 6, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.0%,"$879,167","$787,500","$700,000","$70,000","$87,500","$137,500"
920. Trevor Moore,TOR,24,"Mar 31, 1995",United States,182 lbs - 83 kg,5' 10 - 178 cm,"RW, LW",Left,-,,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jan 13, 2019",24,✔,,,2,RFA,RFA,2021,"$775,000",1.0%,"$775,000","$750,000","$750,000","$750,000",$0,$0
921. Sami Niku,WPG,22,"Oct 10, 1996",Finland,176 lbs - 80 kg,6' 1 - 185 cm,D,Left,198 - Round 7 - 2015 (WPG),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"May 15, 2017",20,,,,3,ELC,RFA,2020,"$775,000",1.1%,"$916,666","$840,000","$840,000","$70,000",$0,"$60,000"
922. Conor Garland,ARI,23,"Mar 11, 1996",United States,165 lbs - 75 kg,5' 10 - 178 cm,"LW, RW",Right,123 - Round 5 - 2015 (ARI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Feb 27, 2019",23,,,,2,RFA,RFA,2021,"$775,000",1.0%,"$775,000","$750,000","$750,000","$750,000",$0,$0
923. Matthew Strome,PHI,20,"Jan 6, 1999",Canada,201 lbs - 91 kg,6'3 - 191 cm,LW,Left,106 - Round 4 - 2017 (PHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 15, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.1%,"$879,167","$787,500","$700,000","$70,000","$87,500","$42,500"
924. Maksim Sushko,PHI,20,"Feb 10, 1999",Belarus,179 lbs - 81 kg,6'0 - 183 cm,RW,Left,107 - Round 4 - 2017 (PHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 12, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.1%,"$879,167","$787,500","$700,000","$70,000","$87,500","$42,500"
925. Tucker Poolman,WPG,26,"Jun 8, 1993",United States,198 lbs - 90 kg,6' 2 - 188 cm,D,Right,127 - Round 5 - 2013 (WPG),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 24, 2018",25,✔,,,3,RFA,UFA,2021,"$775,000",1.0%,"$775,000","$825,000","$825,000","$825,000",$0,$0
926. Dominic Toninato,FLA,25,"Mar 9, 1994",United States,200 lbs - 91 kg,6' 2 - 188 cm,C,Left,126 - Round 5 - 2012 (TOR),,✓,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 15, 2019",25,✔,,,1,RFA,RFA,2020,"$775,000",1.0%,"$775,000","$775,000","$775,000","$100,000",$0,$0
927. Brandon Pirri,VGK,28,"Apr 10, 1991",Canada,186 lbs - 84 kg,6' 0 - 183 cm,"RW, LW",Left,59 - Round 2 - 2009 (CHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2019",28,,,,2,UFA,UFA,2021,"$775,000",1.0%,"$775,000","$775,000","$775,000","$775,000",$0,$0
928. Kirill Maksimov,EDM,20,"Jun 1, 1999",Russia,190 lbs - 86 kg,6'2 - 188 cm,RW,Right,146 - Round 5 - 2017 (EDM),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 15, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.0%,"$879,167","$787,500","$700,000","$70,000","$87,500","$182,500"
929. Adam Mascherin,DAL,21,"Jun 6, 1998",Canada,205 lbs - 93 kg,5'10 - 178 cm,"C, LW",Left,100 - Round 4 - 2018 (DAL),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jul 13, 2018",20,,,,3,ELC,RFA,2021,"$775,000",1.0%,"$880,000","$792,500","$700,000","$70,000","$92,500","$132,500"
930. Nicolas Petan,TOR,24,"Mar 22, 1995",Canada,179 lbs - 81 kg,5' 9 - 175 cm,"LW, RW, C",Left,43 - Round 2 - 2013 (WPG),,,✔,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Mar 21, 2019",24,✔,,,2,RFA,RFA,2021,"$775,000",1.0%,"$775,000","$750,000","$750,000","$750,000",$0,$0
931. Alexei Toropchenko,STL,20,"Jun 25, 1999",Russia,187 lbs - 85 kg,6'3 - 191 cm,C,Left,113 - Round 4 - 2017 (STL),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Dec 13, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.0%,"$879,167","$787,500","$700,000","$70,000","$87,500","$137,500"
932. Tobias Geisser,WSH,20,"Feb 13, 1999",Switzerland,201 lbs - 91 kg,6'4 - 193 cm,D,Left,120 - Round 4 - 2017 (WSH),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 22, 2018",19,,,,3,ELC,RFA,2022,"$774,444",1.1%,"$837,778","$785,000","$700,000","$70,000","$85,000","$65,000"
933. Olle Eriksson Ek,ANA,19,"Jul 22, 1999",Sweden,187 lbs - 85 kg,6'2 - 188 cm,G,Left,153 - Round 5 - 2017 (ANA),,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Entry-Level,"Apr 7, 2018",18,,,,3,ELC,RFA,2022,"$773,889",1.0%,"$878,889","$792,500","$700,000","$50,000","$92,500","$182,500"
934. Riley Stillman,FLA,21,"Mar 9, 1998",Canada,196 lbs - 89 kg,6' 1 - 185 cm,D,Left,114 - Round 4 - 2016 (FLA),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 3, 2018",20,,,,3,ELC,RFA,2021,"$773,333",1.0%,"$900,000","$792,500","$700,000","$62,500","$92,500","$132,500"
935. Jacob McGrew,SJS,20,"Feb 25, 1999",United States,190 lbs - 86 kg,5'11 - 180 cm,C,Right,159 - Round 6 - 2017 (SJS),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Sep 22, 2018",19,,,,3,ELC,RFA,2022,"$773,333",1.0%,"$855,000","$785,000","$700,000","$70,000","$85,000","$160,000"
936. Cale Fleury,MTL,20,"Nov 19, 1998",Canada,201 lbs - 91 kg,6'1 - 185 cm,D,Right,87 - Round 3 - 2017 (MTL),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Oct 4, 2018",19,,,,3,ELC,RFA,2021,"$771,666",1.0%,"$883,333","$792,500","$700,000","$70,000","$92,500","$132,500"
937. Tyler Steenbergen,ARI,21,"Jan 7, 1998",Canada,181 lbs - 82 kg,5'10 - 178 cm,C,Left,128 - Round 5 - 2017 (ARI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 6, 2018",20,,,,3,ELC,RFA,2021,"$770,833",1.0%,"$875,000","$787,500","$700,000","$70,000","$87,500","$87,500"
938. Paul Cotter,VGK,19,"Nov 16, 1999",United States,185 lbs - 84 kg,6'0 - 183 cm,C,Left,115 - Round 4 - 2018 (VGK),✓,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Dec 28, 2018",18,,,,3,ELC,RFA,2022,"$770,000",1.0%,"$806,667","$780,000","$700,000","$70,000","$80,000","$70,000"
939. Sebastian Aho,NYI,23,"Feb 17, 1996",Sweden,176 lbs - 80 kg,5' 10 - 178 cm,D,Left,139 - Round 5 - 2017 (NYI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jul 5, 2017",21,,,,3,ELC,RFA,2020,"$770,000",1.0%,"$925,000","$825,000","$732,500","$70,000","$92,500","$100,000"
940. Evan Fitzpatrick,STL,21,"Jan 28, 1998",Canada,223 lbs - 101 kg,6'2 - 188 cm,G,Left,59 - Round 2 - 2016 (STL),,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Entry-Level,"Mar 26, 2017",19,,,,3,ELC,RFA,2021,"$770,000",1.1%,"$910,833","$792,500","$700,000","$70,000","$92,500","$182,500"
941. Jake Massie,FLA,22,"Jan 21, 1997",Canada,179 lbs - 81 kg,6' 2 - 188 cm,D,Left,156 - Round 6 - 2015 (CAR),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jul 8, 2019",22,,,,2,ELC,RFA,2021,"$770,000",0.9%,"$770,000","$770,000","$700,000","$70,000","$70,000",$0
942. Vladislav Kotkov,SJS,19,"Jan 8, 2000",Russia,198 lbs - 90 kg,6'4 - 193 cm,LW,Right,-,✓,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jul 6, 2018",18,,,,3,ELC,RFA,2022,"$770,000",1.0%,"$806,667","$780,000","$700,000","$70,000","$80,000","$70,000"
943. Reid Duke,VGK,23,"Jan 28, 1996",Canada,194 lbs - 88 kg,6' 0 - 183 cm,"C, RW",Right,169 - Round 6 - 2014 (MIN),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 6, 2017",21,,,,3,ELC,RFA,2020,"$770,000",1.1%,"$925,000","$825,000","$732,500","$70,000","$92,500","$100,000"
944. Brandon Crawley,NYR,22,"Feb 2, 1997",United States,205 lbs - 93 kg,6' 1 - 185 cm,D,Left,123 - Round 4 - 2017 (NYR),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Oct 2, 2017",20,,,,3,ELC,RFA,2020,"$770,000",1.0%,"$866,666","$810,000","$725,000","$70,000","$85,000","$40,000"
945. Jack Studnicka,BOS,20,"Feb 18, 1999",Canada,170 lbs - 77 kg,6'1 - 185 cm,C,Right,53 - Round 2 - 2017 (BOS),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Sep 26, 2017",18,,,,3,ELC,RFA,2022,"$769,167",1.1%,"$863,333","$807,500","$715,000","$70,000","$92,500","$117,500"
946. Jonathan Davidsson,OTT,22,"Mar 12, 1997",Sweden,185 lbs - 84 kg,5' 11 - 180 cm,RW,Right,170 - Round 6 - 2017 (CBJ),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"May 4, 2018",21,,,,3,ELC,RFA,2021,"$768,333",1.0%,"$850,000","$785,000","$700,000","$70,000","$85,000","$65,000"
947. Noah Gregor,SJS,20,"Jul 28, 1998",Canada,172 lbs - 78 kg,6'0 - 183 cm,C,Left,111 - Round 4 - 2016 (SJS),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 6, 2018",20,,,,3,ELC,RFA,2021,"$768,333",1.0%,"$850,000","$785,000","$700,000","$70,000","$85,000","$65,000"
948. David Kase,PHI,22,"Jan 28, 1997",Czech Republic,170 lbs - 77 kg,5' 11 - 180 cm,"RW, LW, C",Left,128 - Round 5 - 2015 (PHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"May 4, 2018",21,,,,3,ELC,RFA,2021,"$768,333",1.0%,"$850,000","$785,000","$700,000","$70,000","$85,000","$65,000"
949. Ross Colton,TBL,22,"Sep 11, 1996",United States,190 lbs - 86 kg,6'0 - 183 cm,C,Left,118 - Round 4 - 2016 (TBL),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Jun 26, 2018",21,,,,2,ELC,RFA,2020,"$767,500",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
950. Victor Olofsson,BUF,23,"Jul 18, 1995",Sweden,181 lbs - 82 kg,5' 11 - 180 cm,"LW, RW",Left,181 - Round 7 - 2014 (BUF),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Apr 24, 2018",22,,,,2,ELC,RFA,2020,"$767,500",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
951. Merrick Madsen,ARI,23,"Aug 22, 1995",United States,176 lbs - 80 kg,6' 5 - 196 cm,G,Left,162 - Round 6 - 2013 (PHI),,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Entry-Level,"Mar 20, 2018",22,,,,2,ELC,RFA,2020,"$767,500",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
952. Joni Tuulola,CHI,23,"Jan 1, 1996",Finland,185 lbs - 84 kg,6'1 - 185 cm,D,Left,181 - Round 6 - 2015 (CHI),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 27, 2018",22,,,,2,ELC,RFA,2020,"$767,500",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
953. Wiley Sherman,BOS,24,"May 24, 1995",United States,201 lbs - 91 kg,6' 6 - 198 cm,D,Left,150 - Round 5 - 2013 (BOS),,✓,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Entry-Level,"Mar 21, 2018",23,,,,2,ELC,RFA,2020,"$767,500",1.0%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
